"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify appropriate error handling when creating user with invalid data","58","testCreateUserWithInvalidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Validate that Allure reporting is working correctly","2","validateAllureIntegration","Surefire suite","Thu Jul 17 10:53:59 GMT 2025","passed","Thu Jul 17 10:53:59 GMT 2025","com.emmanuelarhu.tests.ConnectivityTest","Surefire test","com.emmanuelarhu.tests.ConnectivityTest","validateAllureIntegration"
"Verify error handling when updating non-existent user","46","testUpdateNonExistentUser","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateNonExistentUser"
"Verify appropriate error handling when creating user with invalid data","66","testCreateUserWithInvalidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that an existing user can be updated with valid data","42","testUpdateUserWithValidData","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify SQL injection protection in user ID parameter","38","testSqlInjectionProtection","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify SQL injection protection in user ID parameter","24","testSqlInjectionProtection","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify error handling when updating user with invalid ID","42","testUpdateUserWithInvalidId","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify error handling when deleting user with invalid ID","31","testDeleteUserWithInvalidId","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithInvalidId"
"Verify error handling for special characters in user ID","42","testGetSingleUserBySpecialCharacterId","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserBySpecialCharacterId"
"Verify error handling when deleting non-existent user","35","testDeleteNonExistentUser","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteNonExistentUser"
"Verify appropriate error handling for invalid user IDs","58","testGetSingleUserByInvalidId","Surefire suite","Thu Jul 17 10:53:56 GMT 2025","passed","Thu Jul 17 10:53:56 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling when creating user with malformed JSON","36","testCreateUserWithMalformedJson","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify SQL injection protection in user ID parameter","30","testSqlInjectionProtection","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify partial update of user data","33","testPartialUpdateUser","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify response time for getting all users is acceptable","85","testGetAllUsersResponseTime","Surefire suite","Thu Jul 17 10:53:56 GMT 2025","passed","Thu Jul 17 10:53:56 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify appropriate error handling for invalid user IDs","47","testGetSingleUserByInvalidId","Surefire suite","Thu Jul 17 10:53:56 GMT 2025","passed","Thu Jul 17 10:53:56 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that all users can be retrieved successfully","2706","testGetAllUsers","Surefire suite","Thu Jul 17 10:53:53 GMT 2025","passed","Thu Jul 17 10:53:56 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsers"
"Verify appropriate error handling for invalid user IDs","41","testGetSingleUserByInvalidId","Surefire suite","Thu Jul 17 10:53:56 GMT 2025","passed","Thu Jul 17 10:53:56 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that a new user can be created with valid data","401","testCreateUserWithValidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify error handling when creating user with malformed JSON","42","testCreateUserWithMalformedJson","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify that a single user can be retrieved by valid ID","48","testGetSingleUserByValidId","Surefire suite","Thu Jul 17 10:53:56 GMT 2025","passed","Thu Jul 17 10:53:56 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify error handling when creating user with malformed JSON","33","testCreateUserWithMalformedJson","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify partial update of user data","43","testPartialUpdateUser","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify error handling when creating user with empty request body","36","testCreateUserWithEmptyBody","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithEmptyBody"
"Verify that a new user can be created with valid data","53","testCreateUserWithValidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Validate that the test environment is properly configured","3","validateTestEnvironment","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.ConnectivityTest","Surefire test","com.emmanuelarhu.tests.ConnectivityTest","validateTestEnvironment"
"Verify error handling when creating user with malformed JSON","36","testCreateUserWithMalformedJson","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify SQL injection protection in user ID parameter","33","testSqlInjectionProtection","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify appropriate error handling when creating user with invalid data","38","testCreateUserWithInvalidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify appropriate error handling when creating user with invalid data","55","testCreateUserWithInvalidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that a new user can be created with valid data","39","testCreateUserWithValidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify that an existing user can be updated with valid data","41","testUpdateUserWithValidData","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify partial update of user data","30","testPartialUpdateUser","Surefire suite","Thu Jul 17 10:53:58 GMT 2025","passed","Thu Jul 17 10:53:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify error handling for non-numeric user ID","43","testGetSingleUserByNonNumericId","Surefire suite","Thu Jul 17 10:53:56 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByNonNumericId"
"Validate that FakeStore API is accessible from the test environment","86","validateApiConnectivity","Surefire suite","Thu Jul 17 10:53:59 GMT 2025","passed","Thu Jul 17 10:53:59 GMT 2025","com.emmanuelarhu.tests.ConnectivityTest","Surefire test","com.emmanuelarhu.tests.ConnectivityTest","validateApiConnectivity"
"Verify that a single user can be retrieved by valid ID","49","testGetSingleUserByValidId","Surefire suite","Thu Jul 17 10:53:56 GMT 2025","passed","Thu Jul 17 10:53:56 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a new user can be created with valid data","41","testCreateUserWithValidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","46","testGetSingleUserByValidId","Surefire suite","Thu Jul 17 10:53:56 GMT 2025","passed","Thu Jul 17 10:53:56 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a new user can be created with valid data","44","testCreateUserWithValidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify appropriate error handling when creating user with invalid data","70","testCreateUserWithInvalidData","Surefire suite","Thu Jul 17 10:53:57 GMT 2025","passed","Thu Jul 17 10:53:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
