"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify appropriate error handling when creating user with invalid data","47","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify appropriate error handling when creating user with invalid data","41","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify appropriate error handling for invalid user IDs","41","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify appropriate error handling when creating user with invalid data","41","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling when deleting user with invalid ID","31","testDeleteUserWithInvalidId","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithInvalidId"
"Verify appropriate error handling when creating user with invalid data","45","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling for special characters in user ID","44","testGetSingleUserBySpecialCharacterId","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserBySpecialCharacterId"
"Verify appropriate error handling for invalid user IDs","50","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify API can handle concurrent requests","39","testConcurrentRequests","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testConcurrentRequests"
"Verify that a new user can be created with valid data","49","testCreateUserWithValidData","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","57","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify error handling when updating non-existent user","39","testUpdateNonExistentUser","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateNonExistentUser"
"Verify error handling when updating user with invalid ID","39","testUpdateUserWithInvalidId","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify that a single user can be retrieved by valid ID","51","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify partial update of user data","37","testPartialUpdateUser","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify appropriate error handling when creating user with invalid data","44","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify email format validation","43","testEmailFormatValidation","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testEmailFormatValidation"
"Verify that a single user can be retrieved by valid ID","80","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:06:57 GMT 2025","failed","Wed Jul 16 21:06:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling when creating user with invalid data","41","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify SQL injection protection in user ID parameter","32","testSqlInjectionProtection","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify XSS protection in user creation","32","testXssProtection","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testXssProtection"
"Verify that an existing user can be updated with valid data","42","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify appropriate error handling for invalid user IDs","47","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling when deleting user with negative ID","38","testDeleteUserWithNegativeId","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithNegativeId"
"Verify error handling for non-numeric user ID","42","testGetSingleUserByNonNumericId","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByNonNumericId"
"Verify appropriate error handling for invalid user IDs","43","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:06:58 GMT 2025","failed","Wed Jul 16 21:06:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling when deleting non-existent user","29","testDeleteNonExistentUser","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteNonExistentUser"
"Verify that a single user can be retrieved by valid ID","63","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:06:57 GMT 2025","failed","Wed Jul 16 21:06:57 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that an existing user can be deleted","32","testDeleteExistingUser","Surefire suite","Wed Jul 16 21:06:59 GMT 2025","failed","Wed Jul 16 21:06:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteExistingUser"
