"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify email format validation","41","testEmailFormatValidation","Surefire suite","Wed Jul 16 20:18:01 GMT 2025","failed","Wed Jul 16 20:18:01 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testEmailFormatValidation"
"Verify that an existing user can be deleted","57","testDeleteExistingUser","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:01 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteExistingUser"
"Verify that all users can be retrieved successfully","2319","testGetAllUsers","Surefire suite","Wed Jul 16 20:17:56 GMT 2025","failed","Wed Jul 16 20:17:58 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsers"
"Verify that an existing user can be updated with valid data","46","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","56","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify error handling when deleting user with invalid ID","39","testDeleteUserWithInvalidId","Surefire suite","Wed Jul 16 20:18:01 GMT 2025","failed","Wed Jul 16 20:18:01 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithInvalidId"
"Verify error handling for special characters in user ID","56","testGetSingleUserBySpecialCharacterId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserBySpecialCharacterId"
"Verify appropriate error handling when creating user with invalid data","47","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling when deleting non-existent user","38","testDeleteNonExistentUser","Surefire suite","Wed Jul 16 20:18:01 GMT 2025","failed","Wed Jul 16 20:18:01 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteNonExistentUser"
"Verify that an existing user can be updated with valid data","47","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that a new user can be created with valid data","53","testCreateUserWithValidData","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify error handling when updating user with invalid ID","51","testUpdateUserWithInvalidId","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify that a single user can be retrieved by valid ID","55","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify SQL injection protection in user ID parameter","36","testSqlInjectionProtection","Surefire suite","Wed Jul 16 20:18:01 GMT 2025","failed","Wed Jul 16 20:18:01 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify appropriate error handling for invalid user IDs","44","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify error handling when deleting user with negative ID","40","testDeleteUserWithNegativeId","Surefire suite","Wed Jul 16 20:18:01 GMT 2025","failed","Wed Jul 16 20:18:01 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithNegativeId"
"Verify error handling when creating user with malformed JSON","42","testCreateUserWithMalformedJson","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify appropriate error handling when creating user with invalid data","44","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify appropriate error handling when creating user with invalid data","46","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify appropriate error handling for invalid user IDs","52","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that a single user can be retrieved by valid ID","60","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a single user can be retrieved by valid ID","49","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a single user can be retrieved by valid ID","76","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling when creating user with invalid data","45","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify partial update of user data","43","testPartialUpdateUser","Surefire suite","Wed Jul 16 20:18:00 GMT 2025","failed","Wed Jul 16 20:18:00 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify appropriate error handling for invalid user IDs","46","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:17:59 GMT 2025","failed","Wed Jul 16 20:17:59 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
