"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that all users can be retrieved successfully","2249","testGetAllUsers","Surefire suite","Wed Jul 16 20:15:03 GMT 2025","failed","Wed Jul 16 20:15:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsers"
"Verify error handling when updating user with invalid ID","43","testUpdateUserWithInvalidId","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify error handling when deleting user with negative ID","44","testDeleteUserWithNegativeId","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithNegativeId"
"Verify XSS protection in user creation","49","testXssProtection","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testXssProtection"
"Verify that a single user can be retrieved by valid ID","75","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:15:05 GMT 2025","failed","Wed Jul 16 20:15:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling when creating user with invalid data","46","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:15:06 GMT 2025","failed","Wed Jul 16 20:15:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify appropriate error handling for invalid user IDs","42","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:15:05 GMT 2025","failed","Wed Jul 16 20:15:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify appropriate error handling when creating user with invalid data","41","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:15:06 GMT 2025","failed","Wed Jul 16 20:15:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify SQL injection protection in user ID parameter","36","testSqlInjectionProtection","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
"Verify that a new user can be created with valid data","53","testCreateUserWithValidData","Surefire suite","Wed Jul 16 20:15:06 GMT 2025","failed","Wed Jul 16 20:15:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","55","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:15:05 GMT 2025","failed","Wed Jul 16 20:15:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling for invalid user IDs","47","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:15:05 GMT 2025","failed","Wed Jul 16 20:15:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify appropriate error handling when creating user with invalid data","48","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:15:06 GMT 2025","failed","Wed Jul 16 20:15:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify response time for getting all users is acceptable","67","testGetAllUsersResponseTime","Surefire suite","Wed Jul 16 20:15:05 GMT 2025","failed","Wed Jul 16 20:15:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify appropriate error handling when creating user with invalid data","48","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that an existing user can be updated with valid data","46","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that an existing user can be updated with valid data","43","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify error handling when deleting user with invalid ID","34","testDeleteUserWithInvalidId","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteUserWithInvalidId"
"Verify that an existing user can be deleted","43","testDeleteExistingUser","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteExistingUser"
"Verify that a new user can be created with valid data","45","testCreateUserWithValidData","Surefire suite","Wed Jul 16 20:15:06 GMT 2025","failed","Wed Jul 16 20:15:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","54","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:15:05 GMT 2025","failed","Wed Jul 16 20:15:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a single user can be retrieved by valid ID","53","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 20:15:05 GMT 2025","failed","Wed Jul 16 20:15:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify partial update of user data","40","testPartialUpdateUser","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testPartialUpdateUser"
"Verify error handling when creating user with malformed JSON","34","testCreateUserWithMalformedJson","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify error handling when updating non-existent user","45","testUpdateNonExistentUser","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateNonExistentUser"
"Verify appropriate error handling when creating user with invalid data","51","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 20:15:06 GMT 2025","failed","Wed Jul 16 20:15:06 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that an existing user can be updated with valid data","38","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify error handling when deleting non-existent user","41","testDeleteNonExistentUser","Surefire suite","Wed Jul 16 20:15:07 GMT 2025","failed","Wed Jul 16 20:15:07 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteNonExistentUser"
"Verify appropriate error handling for invalid user IDs","71","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 20:15:05 GMT 2025","failed","Wed Jul 16 20:15:05 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
