"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that an existing user can be updated with valid data","80","testUpdateUserWithValidData","Surefire suite","Wed Jul 16 21:05:11 GMT 2025","failed","Wed Jul 16 21:05:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify appropriate error handling when creating user with invalid data","139","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:05:10 GMT 2025","failed","Wed Jul 16 21:05:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that a new user can be created with valid data","91","testCreateUserWithValidData","Surefire suite","Wed Jul 16 21:05:10 GMT 2025","failed","Wed Jul 16 21:05:10 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify response time for getting all users is acceptable","95","testGetAllUsersResponseTime","Surefire suite","Wed Jul 16 21:05:08 GMT 2025","failed","Wed Jul 16 21:05:08 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify error handling when updating non-existent user","76","testUpdateNonExistentUser","Surefire suite","Wed Jul 16 21:05:11 GMT 2025","failed","Wed Jul 16 21:05:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateNonExistentUser"
"Verify that a single user can be retrieved by valid ID","87","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:05:09 GMT 2025","failed","Wed Jul 16 21:05:09 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling for invalid user IDs","79","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:05:09 GMT 2025","failed","Wed Jul 16 21:05:09 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that all users can be retrieved successfully","2284","testGetAllUsers","Surefire suite","Wed Jul 16 21:05:06 GMT 2025","failed","Wed Jul 16 21:05:08 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsers"
"Verify that a single user can be retrieved by valid ID","175","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:05:08 GMT 2025","failed","Wed Jul 16 21:05:09 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a single user can be retrieved by valid ID","92","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:05:09 GMT 2025","failed","Wed Jul 16 21:05:09 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a single user can be retrieved by valid ID","84","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:05:09 GMT 2025","failed","Wed Jul 16 21:05:09 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling when creating user with invalid data","88","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:05:10 GMT 2025","failed","Wed Jul 16 21:05:10 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify error handling when creating user with malformed JSON","69","testCreateUserWithMalformedJson","Surefire suite","Wed Jul 16 21:05:11 GMT 2025","failed","Wed Jul 16 21:05:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithMalformedJson"
"Verify XSS protection in user creation","73","testXssProtection","Surefire suite","Wed Jul 16 21:05:12 GMT 2025","failed","Wed Jul 16 21:05:12 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testXssProtection"
"Verify appropriate error handling for invalid user IDs","92","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:05:09 GMT 2025","failed","Wed Jul 16 21:05:09 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify appropriate error handling when creating user with invalid data","76","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:05:11 GMT 2025","failed","Wed Jul 16 21:05:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify that an existing user can be deleted","75","testDeleteExistingUser","Surefire suite","Wed Jul 16 21:05:11 GMT 2025","failed","Wed Jul 16 21:05:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testDeleteExistingUser"
"Verify error handling when updating user with invalid ID","73","testUpdateUserWithInvalidId","Surefire suite","Wed Jul 16 21:05:11 GMT 2025","failed","Wed Jul 16 21:05:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithInvalidId"
"Verify appropriate error handling when creating user with invalid data","75","testCreateUserWithInvalidData","Surefire suite","Wed Jul 16 21:05:10 GMT 2025","failed","Wed Jul 16 21:05:10 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify API can handle concurrent requests","64","testConcurrentRequests","Surefire suite","Wed Jul 16 21:05:12 GMT 2025","failed","Wed Jul 16 21:05:12 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testConcurrentRequests"
"Verify error handling when creating user with empty request body","67","testCreateUserWithEmptyBody","Surefire suite","Wed Jul 16 21:05:11 GMT 2025","failed","Wed Jul 16 21:05:11 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithEmptyBody"
"Verify that a single user can be retrieved by valid ID","87","testGetSingleUserByValidId","Surefire suite","Wed Jul 16 21:05:09 GMT 2025","failed","Wed Jul 16 21:05:09 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling for invalid user IDs","85","testGetSingleUserByInvalidId","Surefire suite","Wed Jul 16 21:05:09 GMT 2025","failed","Wed Jul 16 21:05:09 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify SQL injection protection in user ID parameter","72","testSqlInjectionProtection","Surefire suite","Wed Jul 16 21:05:12 GMT 2025","failed","Wed Jul 16 21:05:12 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testSqlInjectionProtection"
