"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Verify that a new user can be created with valid data","53","testCreateUserWithValidData","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:18 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify that an existing user can be updated with valid data","43","testUpdateUserWithValidData","Surefire suite","Thu Jul 17 09:25:18 GMT 2025","failed","Thu Jul 17 09:25:18 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testUpdateUserWithValidData"
"Verify that a single user can be retrieved by valid ID","55","testGetSingleUserByValidId","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify appropriate error handling for invalid user IDs","48","testGetSingleUserByInvalidId","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Validate that the test environment is properly configured","4","validateTestEnvironment","Surefire suite","Thu Jul 17 09:25:19 GMT 2025","passed","Thu Jul 17 09:25:19 GMT 2025","com.emmanuelarhu.tests.ConnectivityTest","Surefire test","com.emmanuelarhu.tests.ConnectivityTest","validateTestEnvironment"
"Verify appropriate error handling when creating user with invalid data","45","testCreateUserWithInvalidData","Surefire suite","Thu Jul 17 09:25:18 GMT 2025","failed","Thu Jul 17 09:25:18 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithInvalidData"
"Verify response time for getting all users is acceptable","74","testGetAllUsersResponseTime","Surefire suite","Thu Jul 17 09:25:16 GMT 2025","failed","Thu Jul 17 09:25:16 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetAllUsersResponseTime"
"Verify error handling for non-numeric user ID","47","testGetSingleUserByNonNumericId","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByNonNumericId"
"Verify appropriate error handling for invalid user IDs","45","testGetSingleUserByInvalidId","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that a single user can be retrieved by valid ID","59","testGetSingleUserByValidId","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a new user can be created with valid data","42","testCreateUserWithValidData","Surefire suite","Thu Jul 17 09:25:18 GMT 2025","failed","Thu Jul 17 09:25:18 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testCreateUserWithValidData"
"Verify appropriate error handling for invalid user IDs","46","testGetSingleUserByInvalidId","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
"Verify that a single user can be retrieved by valid ID","52","testGetSingleUserByValidId","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify that a single user can be retrieved by valid ID","73","testGetSingleUserByValidId","Surefire suite","Thu Jul 17 09:25:16 GMT 2025","failed","Thu Jul 17 09:25:16 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByValidId"
"Verify email format validation","38","testEmailFormatValidation","Surefire suite","Thu Jul 17 09:25:19 GMT 2025","failed","Thu Jul 17 09:25:19 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testEmailFormatValidation"
"Verify appropriate error handling for invalid user IDs","55","testGetSingleUserByInvalidId","Surefire suite","Thu Jul 17 09:25:17 GMT 2025","failed","Thu Jul 17 09:25:17 GMT 2025","com.emmanuelarhu.tests.UsersApiTest","Surefire test","com.emmanuelarhu.tests.UsersApiTest","testGetSingleUserByInvalidId"
